Dataset.x,language.id,language.name,glottocode,latitude,longitude,family,concept,form_id,value,form,Language_broad,n,Dataset.y,AutotypMatch,R_type,Comments,PhoibleMatch,Trill
ids,ids-266,Wapishana,wapi1253,2.58744,-59.8021,Arawakan,ROUGH,ids-266-15-760-1,kʰaduraiẓaˀba-ʔu,kʰaduraiẓaˀba-ʔu,Wapishana,1,IDS,wap,NA,flap,wap,no
ids,ids-267,Waurá,waur1244,-13.296,-53.6971,Arawakan,ROUGH,ids-267-15-760-1,kapic̷uka,kapic̷uka,Waurá,1,IDS,wau,NA,NA,wau,NA
ids,ids-268,Yavitero,yavi1244,2.924844,-67.438886,Arawakan,ROUGH,ids-268-15-760-1,gaľu-hi,gaľu-hi,Yavitero,1,IDS,yvt,NA,NA,yvt,NA
ids,ids-269,Aymara,cent2142,-17.0,-68.5,Aymaran,ROUGH,ids-269-15-760-1,čʰankʰa,čʰankʰa,Aymara,1,IDS,ayr,NA,flap,ayr,no
ids,ids-270,Chipaya,chip1262,-18.73951,-67.89633,Uru-Chipaya,ROUGH,ids-270-15-760-1,č̣ʰax̣ta,č̣ʰax̣ta,Chipaya,1,IDS,cap,NA,flap,cap,no
ids,ids-271,Mosetén,mose1249,-14.64448,-67.83756,Mosetén-Chimané,ROUGH,ids-271-15-760-1,šek'tač; šek'tæs,šek'tač,Mosetén,1,IDS,cas,NA,NA,cas,NA
ids,ids-271,Mosetén,mose1249,-14.64448,-67.83756,Mosetén-Chimané,ROUGH,ids-271-15-760-2,šek'tač; šek'tæs,šek'tæs,Mosetén,1,IDS,cas,NA,NA,cas,NA
ids,ids-272,Araona,arao1248,-12.4242,-67.7293,Pano-Tacanan,ROUGH,ids-272-15-760-1,zaka-zaka,zaka-zaka,Araona,1,IDS,aro,NA,no R-like phoneme,aro,no R
ids,ids-273,Cavineña,cavi1250,-13.3544,-66.6277,Pano-Tacanan,ROUGH,ids-273-15-760-1,c̷eke-da,c̷eke-da,Cavineña,1,IDS,cav,NA,NA,cav,NA
ids,ids-274,Ese Ejja,esee1248,-11.7268,-67.515,Pano-Tacanan,ROUGH,ids-274-15-760-1,-šaʔa,-šaʔa,Ese Ejja,2,IDS,ese,NA,NA,ese,NA
ids,ids-275,Ese Ejja (Huarayo),esee1248,-11.7268,-67.515,Pano-Tacanan,ROUGH,ids-275-15-760-1,kia-šaa,kia-šaa,Ese Ejja,2,IDS,ese,NA,no R-like phoneme,ese,no R
ids,ids-276,Tacana,taca1256,-13.39249,-68.04056,Pano-Tacanan,ROUGH,ids-276-15-760-1,"ď̶ebo-da; ď̶aka-ď̶aka, ď̶eoda",ď̶ebo-da,Tacana,1,IDS,tna,NA,flap,tna,no
ids,ids-276,Tacana,taca1256,-13.39249,-68.04056,Pano-Tacanan,ROUGH,ids-276-15-760-2,"ď̶ebo-da; ď̶aka-ď̶aka, ď̶eoda",ď̶aka-ď̶aka,Tacana,1,IDS,tna,NA,flap,tna,no
ids,ids-276,Tacana,taca1256,-13.39249,-68.04056,Pano-Tacanan,ROUGH,ids-276-15-760-3,"ď̶ebo-da; ď̶aka-ď̶aka, ď̶eoda",ď̶eoda,Tacana,1,IDS,tna,NA,flap,tna,no
ids,ids-278,Catuquina,pano1254,-7.97456,-71.56151,Pano-Tacanan,ROUGH,ids-278-15-760-1,šãto,šãto,Catuquina,1,IDS,kav,NA,"probably Katukina, no R-like phoneme",kav,no R
ids,ids-281,Shipibo-Conibo,ship1254,-7.17105,-74.8219,Pano-Tacanan,ROUGH,ids-281-15-760-1,bɨṣ̌a; ṣ̌aṣ̌a,bɨṣ̌a,Shipibo-Conibo,1,IDS,shp,NA,NA,shp,NA
ids,ids-281,Shipibo-Conibo,ship1254,-7.17105,-74.8219,Pano-Tacanan,ROUGH,ids-281-15-760-2,bɨṣ̌a; ṣ̌aṣ̌a,ṣ̌aṣ̌a,Shipibo-Conibo,1,IDS,shp,NA,NA,shp,NA
ids,ids-282,Yaminahua,yami1256,-9.8846,-71.5964,Pano-Tacanan,ROUGH,ids-282-15-760-1,βɨṣ̌kɨ,βɨṣ̌kɨ,Yaminahua,1,IDS,yaa,NA,no R-like phoneme,yaa,no R
ids,ids-284,Itonama,iton1250,-12.80431,-64.35748,Itonama,ROUGH,ids-284-15-760-1,kˀapuluʔna,kˀapuluʔna,Itonama,1,IDS,ito,NA,NA,ito,NA
ids,ids-285,Movima,movi1243,-13.8115,-65.6348,Movima,ROUGH,ids-285-15-760-1,ča-puh-ni,ča-puh-ni,Movima,1,IDS,mzp,NA,tap/flap,mzp,no
ids,ids-288,Aché,ache1246,-25.5865,-56.4697,Tupian,ROUGH,ids-288-15-760-1,kuru,kuru,Aché,1,IDS,guq,NA,NA,guq,NA
ids,ids-289,Chiriguano,east2555,-20.42,-63.37,Tupian,ROUGH,ids-289-15-760-1,haiᵐbe,haiᵐbe,Chiriguano,1,IDS,gui,NA,tap/flap,gui,no
ids,ids-290,Guaraní,para1311,-25.60551,-57.08816,Tupian,ROUGH,ids-290-15-760-1,ko'ročo,ko'ročo,Guaraní,1,IDS,gug,NA,NA,gug,NA
ids,ids-291,Sirionó,siri1273,-15.5298,-63.9688,Tupian,ROUGH,ids-291-15-760-1,eraašɨ̃,eraašɨ̃,Sirionó,1,IDS,srq,NA,NA,srq,NA
ids,ids-292,Wayampi,waya1270,1.73817,-52.6887,Tupian,ROUGH,ids-292-15-760-1,kalala,kalala,Wayampi,1,IDS,oym,NA,tap/flap,oym,no
ids,ids-294,Kaingáng,kain1272,-27.7671,-52.5394,Nuclear-Macro-Je,ROUGH,ids-294-15-760-1,kaΦãy,kaΦãy,Kaingáng,1,IDS,kgp,NA,NA,kgp,NA
ids,ids-297,Ayoreo,ayor1240,-19.220055,-60.217495,Zamucoan,ROUGH,ids-297-15-760-1,čoo 'čiki 'čiki,čoo 'čiki 'čiki,Ayoreo,1,IDS,ayo,NA,tap/flap,ayo,no
ids,ids-299,Sanapaná (Enlhet dialect),sana1298,-22.49,-58.38,Lengua-Mascoy,ROUGH,ids-299-15-760-1,alekhahaykaok; akpaʔalyeyˀ,alekhahaykaok,Sanapaná,2,IDS,sap,NA,NA,sap,NA
ids,ids-299,Sanapaná (Enlhet dialect),sana1298,-22.49,-58.38,Lengua-Mascoy,ROUGH,ids-299-15-760-2,alekhahaykaok; akpaʔalyeyˀ,akpaʔalyeyˀ,Sanapaná,2,IDS,sap,NA,NA,sap,NA
ids,ids-301,Mocoví,moco1246,-28.097,-60.4145,Guaicuruan,ROUGH,ids-301-15-760-1,se n-al-a-ʔtaʔ,se n-al-a-ʔtaʔ,Mocoví,1,IDS,moc,NA,NA,moc,NA
ids,ids-304,Chorote,iyoj1235,-22.1896,-63.2383,Matacoan,ROUGH,ids-304-15-760-1,-kixe; xe-liixi,-kixe,Chorote,1,IDS,crq; crt,NA,no R-like phoneme,crq,no R
ids,ids-304,Chorote,iyoj1235,-22.1896,-63.2383,Matacoan,ROUGH,ids-304-15-760-2,-kixe; xe-liixi,xe-liixi,Chorote,1,IDS,crq; crt,NA,no R-like phoneme,crq,no R
ids,ids-305,Maca,maca1260,-25.0119,-57.3694,Matacoan,ROUGH,ids-305-15-760-1,c̷eeχe,c̷eeχe,Maca,1,IDS,mca,NA,cannot be determined,mca,NA
ids,ids-306,Wichí,wich1264,-23.1633,-62.1757,Matacoan,ROUGH,ids-306-15-760-1,yelah-'peʔ,yelah-'peʔ,Wichí,1,IDS,mzh,NA,NA,mzh,NA
ids,ids-307,Nivaclé,niva1238,-22.8557,-61.7606,Matacoan,ROUGH,ids-307-15-760-1,c̷axax; c̷aʔc̷a-čˀe,c̷axax,Nivaclé,1,IDS,cag,NA,NA,cag,NA
ids,ids-307,Nivaclé,niva1238,-22.8557,-61.7606,Matacoan,ROUGH,ids-307-15-760-2,c̷axax; c̷aʔc̷a-čˀe,c̷aʔc̷a-čˀe,Nivaclé,1,IDS,cag,NA,NA,cag,NA
ids,ids-308,Kunza,kunz1244,-23.0,-69.0,Kunza,ROUGH,ids-308-15-760-1,ckatchacka; ca-cha-ca,ckatchacka,Kunza,1,IDS,kuz,NA,NA,kuz,NA
ids,ids-308,Kunza,kunz1244,-23.0,-69.0,Kunza,ROUGH,ids-308-15-760-2,ckatchacka; ca-cha-ca,ca-cha-ca,Kunza,1,IDS,kuz,NA,NA,kuz,NA
ids,ids-309,Mapudungun,mapu1245,-38.7392,-71.277,Araucanian,ROUGH,ids-309-15-760-1,yuŋe,yuŋe,Mapudungun,1,IDS,arn,NA,no R-like phoneme,arn,no R
ids,ids-311,Selknam,onaa1245,-54.0,-68.5,Chonan,ROUGH,ids-311-15-760-1,čou tˀam,čou tˀam,Selknam,1,IDS,ona,NA,cannot be determined,ona,NA
ids,ids-314,Toba,toba1269,-23.77,-61.96,Guaicuruan,ROUGH,ids-314-15-760-1,kesaḳ,kesaḳ,Toba,1,IDS,tob,NA,tap/flap,tob,no
ids,ids-315,Yagán,yama1264,-55.2748,-68.2648,Yámana,ROUGH,ids-315-15-760-1,kuma,kuma,Yagán,1,IDS,yah,NA,NA,yah,NA
ids,ids-318,Uncunwee,ghul1238,11.6432,29.8122,Nubian,ROUGH,ids-318-15-760-1,kóɲi,kóɲi,Uncunwee,1,IDS,ghl,NA,cannot be determined,ghl,NA
ids,ids-401,Central Thai,thai1261,14.192,100.671,Tai-Kadai,ROUGH,ids-401-15-760-1,ja:p.2; khruʔ.2-khraʔ.2 maj.3 riap.3,ja:p.2,Central Thai,1,IDS,tha,NA,tap/flap,tha,no
ids,ids-401,Central Thai,thai1261,14.192,100.671,Tai-Kadai,ROUGH,ids-401-15-760-2,ja:p.2; khruʔ.2-khraʔ.2 maj.3 riap.3,khruʔ.2-khraʔ.2 maj.3 riap.3,Central Thai,1,IDS,tha,NA,tap/flap,tha,no
ids,ids-402,Southern Tai (Songkhla variety),sout2746,6.85668,99.7031,Tai-Kadai,ROUGH,ids-402-15-760-1,ja:p.8,ja:p.8,Southern Tai,1,IDS,tha,NA,tap/flap,tha,no
ids,ids-403,Thai (Korat variety),sout2746,6.85668,99.7031,Tai-Kadai,ROUGH,ids-403-15-760-1,ta.5 luk.5,ta.5 luk.5,Thai,2,IDS,tha,NA,tap/flap,tha,no
ids,ids-404,Khamuang (Chiang Mai variety),nort2740,18.857495,100.20739,Tai-Kadai,ROUGH,ids-404-15-760-1,bɔ:.3 li:ap.4,bɔ:.3 li:ap.4,Khamuang,1,IDS,nod,NA,cannot be determined,nod,NA
ids,ids-405,Dehong,tain1252,21.7837,99.722,Tai-Kadai,ROUGH,ids-405-15-760-1,ka:i.2; hau.3,ka:i.2,Dehong,1,IDS,tdd; thi,NA,no R-like phoneme; based on wikipedia,tdd; thi,no R
ids,ids-405,Dehong,tain1252,21.7837,99.722,Tai-Kadai,ROUGH,ids-405-15-760-2,ka:i.2; hau.3,hau.3,Dehong,1,IDS,tdd; thi,NA,no R-like phoneme; based on wikipedia,tdd; thi,no R
ids,ids-406,Jinsha Dai,nort1545,26.7238,106.682,Hmong-Mien,ROUGH,ids-406-15-760-1,khau.11 khət.24,khau.11 khət.24,Jinsha Dai,1,CLICS,tiz,NA,NA,NA,NA
ids,ids-407,Tai Lü,luuu1242,21.0321,101.282,Tai-Kadai,ROUGH,ids-407-15-760-1,ca:.2,ca:.2,Tai Lü,1,IDS,khb,NA,NA,khb,NA
ids,ids-408,Tai Khün,khun1259,19.6062,99.3363,Tai-Kadai,ROUGH,ids-408-15-760-1,ca:.1,ca:.1,Tai Khün,1,IDS,kkh,NA,NA,kkh,NA
ids,ids-409,Shan,shan1277,21.5995,98.0342,Tai-Kadai,ROUGH,ids-409-15-760-1,ca:.1,ca:.1,Shan,2,IDS,shn,NA,there is a trill but wikipedia says it's marginal,shn,no R
ids,ids-410,Shan (Northern Shan dialect),shan1277,21.5995,98.0342,Tai-Kadai,ROUGH,ids-410-15-760-1,ca:.1,ca:.1,Shan,2,IDS,shn,NA,there is a trill but wikipedia says it's marginal,shn,no R
ids,ids-411,Nung-Fengshan,guib1244,24.3,106.2,Tai-Kadai,ROUGH,ids-411-15-760-1,ša.2,ša.2,Nung-Fengshan,1,IDS,zgn,NA,no R-like phoneme; based on Nung-Ninbei,zgn,no R
ids,ids-412,Nung-Lazhai,guib1244,24.3,106.2,Tai-Kadai,ROUGH,ids-412-15-760-1,tu.1; ńa:p.7,tu.1,Nung-Lazhai,1,IDS,zgn,NA,no R-like phoneme; based on Nung-Ninbei,zgn,no R
ids,ids-412,Nung-Lazhai,guib1244,24.3,106.2,Tai-Kadai,ROUGH,ids-412-15-760-2,tu.1; ńa:p.7,ńa:p.7,Nung-Lazhai,1,IDS,zgn,NA,no R-like phoneme; based on Nung-Ninbei,zgn,no R
ids,ids-413,Nung-Ninbei,nung1283,20.8965,104.286,Tai-Kadai,ROUGH,ids-413-15-760-1,khja:u.3; ca.2,khja:u.3,Nung-Ninbei,1,IDS,nut,NA,no R-like phoneme,nut,no R
ids,ids-413,Nung-Ninbei,nung1283,20.8965,104.286,Tai-Kadai,ROUGH,ids-413-15-760-2,khja:u.3; ca.2,ca.2,Nung-Ninbei,1,IDS,nut,NA,no R-like phoneme,nut,no R
ids,ids-414,Zhuang-Longzhou,zuoj1238,22.4,106.9,Tai-Kadai,ROUGH,ids-414-15-760-1,śo.1 śa:u.5; ka:i.2 śa.2,śo.1 śa:u.5,Zhuang-Longzhou,1,IDS,zzj,NA,cannot be determined,zzj,NA
ids,ids-414,Zhuang-Longzhou,zuoj1238,22.4,106.9,Tai-Kadai,ROUGH,ids-414-15-760-2,śo.1 śa:u.5; ka:i.2 śa.2,ka:i.2 śa.2,Zhuang-Longzhou,1,IDS,zzj,NA,cannot be determined,zzj,NA
ids,ids-415,Sui,suii1243,24.0488,106.563,Tai-Kadai,ROUGH,ids-415-15-760-1,ńha:k.7 ńin.1; ŋa:i.6,ńha:k.7 ńin.1,Sui,1,IDS,swi,NA,no R-like phoneme,swi,no R
ids,ids-415,Sui,suii1243,24.0488,106.563,Tai-Kadai,ROUGH,ids-415-15-760-2,ńha:k.7 ńin.1; ŋa:i.6,ŋa:i.6,Sui,1,IDS,swi,NA,no R-like phoneme,swi,no R
ids,ids-416,Maonan,maon1241,25.0169,108.024,Tai-Kadai,ROUGH,ids-416-15-760-1,la:u.4; ńa:p.7,la:u.4,Maonan,1,CLICS,mmd,NA,NA,NA,NA
ids,ids-416,Maonan,maon1241,25.0169,108.024,Tai-Kadai,ROUGH,ids-416-15-760-2,la:u.4; ńa:p.7,ńa:p.7,Maonan,1,CLICS,mmd,NA,NA,NA,NA
ids,ids-417,Mulam,mula1253,24.8151,108.928,Tai-Kadai,ROUGH,ids-417-15-760-1,thɔ.1,thɔ.1,Mulam,1,CLICS,mlm,no rhotic,"Coyaud, M (1987) Les Langues Dans Le Monde Chinois. Pour l'Analyse du Folklore, Paris.",NA,NA
ids,ids-418,Chadong,chad1240,25.23532,109.96041,Tai-Kadai,ROUGH,ids-418-15-760-1,chu.1,chu.1,Chadong,1,CLICS,cdy,NA,NA,NA,NA
ids,ids-419,Southern Kam,sout2741,25.8874,109.222,Tai-Kadai,ROUGH,ids-419-15-760-1,mut.323; qe.212 ljân.55,mut.323,Southern Kam,1,CLICS,doc; kmc,no trill,wiki,NA,NA
ids,ids-419,Southern Kam,sout2741,25.8874,109.222,Tai-Kadai,ROUGH,ids-419-15-760-2,mut.323; qe.212 ljân.55,qe.212 ljân.55,Southern Kam,1,CLICS,doc; kmc,no trill,wiki,NA,NA
ids,ids-420,Lakkia,lakk1238,24.1169,110.106,Tai-Kadai,ROUGH,ids-420-15-760-1,ŋhja:p.7,ŋhja:p.7,Lakkia,1,IDS,lbc,NA,no R-like phoneme,lbc,no R
ids,ids-421,Hlai (Baoting variety),hlai1239,18.8062,109.459,Tai-Kadai,ROUGH,ids-421-15-760-1,cha:k.8,cha:k.8,Hlai,1,IDS,lic,NA,cannot be determined; Peter Kristian Norquest's phonological reconstruction suggests both tap or trill,lic,NA
ids,ids-422,Langja Buyang,emab1235,23.604572,106.030277,Tai-Kadai,ROUGH,ids-422-15-760-1,qa.0 ʒa.312,qa.0 ʒa.312,Langja Buyang,1,IDS,yzg,NA,cannot be determined; Peter Kristian Norquest's phonological reconstruction suggests both tap or trill,yzg,NA
ids,ids-423,Ecun Buyang,lang1316,23.550258,106.016896,Tai-Kadai,ROUGH,ids-423-15-760-1,śo.24 ńok.55,śo.24 ńok.55,Ecun Buyang,1,IDS,yln,NA,cannot be determined; Peter Kristian Norquest's phonological reconstruction suggests both tap or trill,yln,NA
ids,ids-424,Sanchong Kelao,gree1278,22.5632,104.698,Tai-Kadai,ROUGH,ids-424-15-760-1,chu .35 chau.13,chu .35 chau.13,Sanchong Kelao,1,IDS,giq,NA,cannot be determined; Peter Kristian Norquest's phonological reconstruction suggests both tap or trill,giq,NA
ids,ids-425,Qau Kelao,qaua1234,26.155438,106.16455,Tai-Kadai,ROUGH,ids-425-15-760-1,chu.33 cha.33,chu.33 cha.33,Qau Kelao,1,IDS,gqu,NA,no R-like phoneme,gqu,no R
ids,ids-516,Ingush,ingu1240,43.11,45.03,Nakh-Daghestanian,ROUGH,ids-516-15-760-1,охца,oxca,Ingush,1,CLICS,inh,NA,NA,inh,NA
ids,ids-518,Kryz,kryt1240,41.1811,48.1846,Nakh-Daghestanian,ROUGH,ids-518-15-760-1,кубуд,kubud,Kryz,1,CLICS,kry,NA,NA,NA,NA
ids,ids-533,Tsova-Tush,bats1242,42.1806,45.344,Nakh-Daghestanian,ROUGH,ids-533-15-760-1,ухІа̄мур,uhāmur,Tsova-Tush,1,CLICS,bbl,NA,NA,bbl,NA
ids,ids-701,Bengali,beng1280,24.0,90.0,Indo-European,ROUGH,ids-701-15-760-1,asamatala,asamatala,Bengali,1,IDS,ben,NA,cannot be determined; Phoible lists different phonemes,ben,NA
ids,ids-702,Hindi,hind1269,25.0,77.0,Indo-European,ROUGH,ids-702-15-760-1,kʰurad̪araː,kʰurad̪araː,Hindi,1,IDS,hin,NA,cannot be determined; Phoible lists different phonemes,hin,NA
ids,ids-703,Khasi,khas1269,24.977,91.9998,Austroasiatic,ROUGH,ids-703-15-760-1,sohkhruh-sohkhrâm,sohkhruh-sohkhrâm,Khasi,1,CLICS,kha,trill,wiki,kha,NA
ids,ids-704,Mahasu Pahari (Kotghari dialect),maha1287,31.0088,77.5317,Indo-European,ROUGH,ids-704-15-760-1,pəraɽɔ,pəraɽɔ,Mahasu Pahari,1,IDS,bfz,NA,NA,bfz,NA
ids,ids-705,Marathi,mara1378,17.9344,76.6665,Indo-European,ROUGH,ids-705-15-760-1,kʰarabarit̪,kʰarabarit̪,Marathi,1,IDS,mar,NA,tap/flap,mar,no
ids,ids-706,Nepali,east1436,27.5947033333,87.6200833333,Indo-European,ROUGH,ids-706-15-760-1,khasrō,khasrō,Nepali,1,IDS,nep,NA,"also wikipedia says ""r is always a trill""",nep,yes
ids,ids-707,Punjabi,west2386,30.0948,75.3474,Indo-European,ROUGH,ids-707-15-760-1,"rukhā, khurdarā",rukhā,Punjabi,1,IDS,pnb,NA,flap based on wikipedia,pan,no
ids,ids-707,Punjabi,west2386,30.0948,75.3474,Indo-European,ROUGH,ids-707-15-760-2,"rukhā, khurdarā",khurdarā,Punjabi,1,IDS,pnb,NA,flap based on wikipedia,pan,no
ids,ids-708,Tamil,tami1289,10.520219,78.825989,Dravidian,ROUGH,ids-708-15-760-1,karaṭumūraṭāṉa,karaṭumūraṭāṉa,Tamil,1,IDS,tam,NA,flap or approximant,tam,no
ids,ids-709,Telugu,telu1262,16.4529,78.7024,Dravidian,ROUGH,ids-709-15-760-1,cittu,cittu,Telugu,1,IDS,tel,NA,flap based on mixture of wikipedia and phoible (conflicting information),tel,no
ids,ids-710,Tibetan,tibe1272,28.3681,90.1872,Sino-Tibetan,ROUGH,ids-710-15-760-1,rtsub mo,rtsub mo,Tibetan,8,IDS,bod,NA,trill ~ approximant allophony (see wikipedia),bod,yes
ids,ids-801,Bulang,blan1242,22.0092,99.7405,Austroasiatic,ROUGH,ids-801-15-760-1,sa.31 phuh.51 sa.31 phah.51,sa.31 phuh.51 sa.31 phah.51,Bulang,3,IDS,blr,NA,NA,blr,yes
ids,ids-802,Bulang-2,blan1242,22.0092,99.7405,Austroasiatic,ROUGH,ids-802-15-760-1,ra.31,ra.31,Bulang,3,IDS,blr,NA,NA,blr,yes
ids,ids-802,Bulang-2,blan1242,22.0092,99.7405,Austroasiatic,ROUGH,ids-802-15-760-2,ćək.31 ʔa.31 khliat.51,ćək.31 ʔa.31 khliat.51,Bulang,3,IDS,blr,NA,NA,blr,yes
ids,ids-803,Bulang-3,blan1242,22.0092,99.7405,Austroasiatic,ROUGH,ids-803-15-760-1,ći.33 ru.31 rut.51,ći.33 ru.31 rut.51,Bulang,3,IDS,blr,NA,NA,blr,yes
ids,ids-804,Keme (Kemie variety),manm1238,22.0743,100.842,Austroasiatic,ROUGH,ids-804-15-760-1,ma.53 len.35,ma.53 len.35,Keme,1,IDS,mml,NA,NA,mml,NA
ids,ids-805,Xu,huuu1240,22.0163,100.881,Austroasiatic,ROUGH,ids-805-15-760-1,xək.55,xək.55,Xu,1,IDS,huo,NA,NA,huo,NA
ids,ids-806,Mang'an B. (MNN),None,None,None,None,ROUGH,ids-806-15-760-1,hat.55 ri.33 mɨt.33,hat.55 ri.33 mɨt.33,Mang'an B.,1,IDS,NA,NA,NA,NA,NA
ids,ids-807,Wa,nucl1290,23.1024,99.108,Austroasiatic,ROUGH,ids-807-15-760-1,rɛʔ.B,rɛʔ.B,Wa,1,IDS,wbm,NA,based on Phoible and Wikipedia,wbm,yes
ids,ids-808,Rumai,ruma1248,23.6404,97.3172,Austroasiatic,ROUGH,ids-808-15-760-1,khaʔ.55,khaʔ.55,Rumai,1,IDS,rbb,NA,cannot be determined,rbb,NA
ids,ids-809,Prai,phai1238,19.0383,101.218,Austroasiatic,ROUGH,ids-809-15-760-1,khla:t,khla:t,Prai,1,IDS,pry,NA,NA,pry,NA
ids,ids-809,Prai,phai1238,19.0383,101.218,Austroasiatic,ROUGH,ids-809-15-760-2,khla:t,khla:t,Prai,1,IDS,pry,NA,NA,pry,NA
ids,ids-811,Paliu,boly1239,24.7013,104.955,Austroasiatic,ROUGH,ids-811-15-760-1,hat.55 ri.33 mɨt.33,hat.55 ri.33 mɨt.33,Paliu,1,IDS,ply,NA,NA,ply,NA
ids,ids-814,Mlabri,mlab1235,18.5533,101.163,Austroasiatic,ROUGH,ids-814-15-760-1,tra pum tra pɔm,tra pum tra pɔm,Mlabri,1,IDS,mra,NA,based on wikipedia,mra,yes
ids,ids-815,Cuoi,cuoi1242,None,None,Austroasiatic,ROUGH,ids-815-15-760-1,lo.33 ńo.33,lo.33 ńo.33,Cuoi,1,IDS,NA,NA,NA,NA,NA
ids,ids-815,Cuoi,cuoi1242,None,None,Austroasiatic,ROUGH,ids-815-15-760-2,bə.33 sə.33,bə.33 sə.33,Cuoi,1,IDS,NA,NA,NA,NA,NA
ids,ids-816,Vietnamese,viet1252,20.681188,105.774071,Austroasiatic,ROUGH,ids-816-15-760-1,gồ ghề,gồ ghề,Vietnamese,1,IDS,vie,NA,NA,vie,NA
ids,ids-816,Vietnamese,viet1252,20.681188,105.774071,Austroasiatic,ROUGH,ids-816-15-760-2,xù xì,xù xì,Vietnamese,1,IDS,vie,NA,NA,vie,NA
ids,ids-818,Tho Mun (THM),None,None,None,None,ROUGH,ids-818-15-760-1,ɣo.C ɣe.C,ɣo.C ɣe.C,Tho Mun,1,IDS,NA,NA,NA,NA,NA
ids,ids-818,Tho Mun (THM),None,None,None,None,ROUGH,ids-818-15-760-2,ɣo.434 ɣe.434,ɣo.434 ɣe.434,Tho Mun,1,IDS,NA,NA,NA,NA,NA
ids,ids-818,Tho Mun (THM),None,None,None,None,ROUGH,ids-818-15-760-3,sə:ŋ.A sa:ŋ.A,sə:ŋ.A sa:ŋ.A,Tho Mun,1,IDS,NA,NA,NA,NA,NA
ids,ids-818,Tho Mun (THM),None,None,None,None,ROUGH,ids-818-15-760-4,sə:ŋ.43 sa:ŋ.33,sə:ŋ.43 sa:ŋ.33,Tho Mun,1,IDS,NA,NA,NA,NA,NA
ids,ids-819,LiHa,cuoi1242,None,None,Austroasiatic,ROUGH,ids-819-15-760-1,ɣo.43 ɣe.43,ɣo.43 ɣe.43,LiHa,1,IDS,NA,NA,NA,NA,NA
ids,ids-819,LiHa,cuoi1242,None,None,Austroasiatic,ROUGH,ids-819-15-760-2,kaɛ.43 kaɛ.33,kaɛ.43 kaɛ.33,LiHa,1,IDS,NA,NA,NA,NA,NA
ids,ids-820,Phong,phon1246,19.9622,104.088,Austroasiatic,ROUGH,ids-820-15-760-1,no:n.21 lup.45,no:n.21 lup.45,Phong,1,IDS,pnx,NA,NA,pnx,NA
ids,ids-821,TUL,None,None,None,None,ROUGH,ids-821-15-760-1,nɔ.212 lə̆ʔiat.212,nɔ.212 lə̆ʔiat.212,TUL,1,IDS,NA,NA,NA,NA,NA
ids,ids-822,Tum,cuoi1242,None,None,Austroasiatic,ROUGH,ids-822-15-760-1,lo:n.41,lo:n.41,Tum,1,IDS,NA,NA,NA,NA,NA
ids,ids-824,Phu Tho M (PHU),None,None,None,None,ROUGH,ids-824-15-760-1,ɣo.2 ɣe.2,ɣo.2 ɣe.2,Phu Tho M,1,IDS,NA,NA,NA,NA,NA
ids,ids-825,Kha Poong,khap1242,18.25,105.0,Austroasiatic,ROUGH,ids-825-15-760-1,ŋe.33 ŋe.33,ŋe.33 ŋe.33,Kha Poong,1,IDS,NA,NA,NA,NA,NA
ids,ids-825,Kha Poong,khap1242,18.25,105.0,Austroasiatic,ROUGH,ids-825-15-760-2,karo:j.33,karo:j.33,Kha Poong,1,IDS,NA,NA,NA,NA,NA
ids,ids-826,Malieng,mali1278,None,None,Austroasiatic,ROUGH,ids-826-15-760-1,djo:n.43 djw.41ʔ,djo:n.43 djw.41ʔ,Malieng,1,IDS,NA,NA,NA,NA,NA
ids,ids-827,Ahlao Th,aheu1239,17.7655,104.229,Austroasiatic,ROUGH,ids-827-15-760-1,ʔɣ̆nʔ.B zonʔ.B,ʔɣ̆nʔ.B zonʔ.B,Ahlao,1,IDS,thm,NA,flap,thm,no
ids,ids-829,Nyakur,nyah1250,15.8909,101.515,Austroasiatic,ROUGH,ids-829-15-760-1,jrɔ:č,jrɔ:č,Nyakur,1,IDS,cbn,NA,not clear,cbn,no
ids,ids-830,Pear,pear1247,13.593,105.028,Austroasiatic,ROUGH,ids-830-15-760-1,blăk,blăk,Pear,1,IDS,pcb,NA,NA,pcb,NA
ids,ids-831,SAN,None,None,None,None,ROUGH,ids-831-15-760-1,lak.42 khak.44,lak.42 khak.44,SAN,1,IDS,NA,NA,NA,NA,NA
ids,ids-832,Kasong,suoy1242,11.936,104.136,Austroasiatic,ROUGH,ids-832-15-760-1,ja:p.B,ja:p.B,Kasong,1,IDS,syo,NA,NA,syo,NA
ids,ids-833,Samre,somr1240,12.243,103.139,Austroasiatic,ROUGH,ids-833-15-760-1,ja:p.C,ja:p.C,Samre,1,IDS,sxm,NA,approximant,sxm,no
ids,ids-834,Chong,chon1284,12.5218,102.514,Austroasiatic,ROUGH,ids-834-15-760-1,ja:p.A,ja:p.A,Chong,1,IDS,cog,NA,trill,cog,yes
ids,ids-835,KNB (a Pearic variety),west2394,None,None,Austroasiatic,ROUGH,ids-835-15-760-1,rkət,rkət,KNB,1,IDS,NA,NA,NA,NA,NA
ids,ids-836,Surin Khmer,suri1265,None,None,Austroasiatic,ROUGH,ids-836-15-760-1,kkrɨh,kkrɨh,Surin Khmer,1,IDS,khm,NA,NA,khm,NA
