color,contribution_pk,count_concepts,description,family_glottocode,family_name,glottocode,id,jsondata,latitude,longitude,macroarea,markup_description,name,pk
#CCAE51,11,404,NA,NA,Afro-Asiatic,fali1285,kraftchadic-Faliwagira,{},10.5419,13.4087,Africa,NA,Fali Ɓwagira,1105
#CCAE51,11,427,NA,NA,Afro-Asiatic,bana1305,kraftchadic-Faligili,{},10.3535,13.6131,Africa,NA,Fali Gili,1101
#CCAE51,11,410,NA,NA,Afro-Asiatic,zizi1238,kraftchadic-Falijilbu,{},10.4689,13.5233,Africa,NA,Fali Jilbu,1102
#CCAE51,11,426,NA,NA,Afro-Asiatic,kiry1234,kraftchadic-Falikiria,{},10.48,13.36,Africa,NA,Fali Kiria,1103
#CCAE51,11,428,NA,NA,Afro-Asiatic,gude1246,kraftchadic-Falimucella,{},10.2138,13.403,Africa,NA,Fali Mucella,1104
#51CCCC,17,186,NA,NA,Indo-European,faro1244,diacl-40500,{},62.0732,-6.88497,Eurasia,NA,Faroese,439
#CC51B9,30,143,NA,NA,Fasu,fasu1242,transnewguineaorg-fasu,{},-6.62687,143.284,Papunesia,NA,Fasu,2189
#CC51B9,30,105,NA,NA,Fasu,fasu1242,transnewguineaorg-namumi,{},-6.62687,143.284,Papunesia,NA,Fasu (Namumi Dialect),2510
#803333,15,306,NA,NA,Austronesian,fata1245,tryonsolomon-fataleka,{},-8.59041,160.861,Papunesia,NA,Fataleka,2917
#593380,16,573,NA,NA,Timor-Alor-Pantar,fata1247,lexirumah-fata1247,{},-8.49464,127.08,Papunesia,NA,Fataluku,1238
#593380,30,175,NA,NA,Timor-Alor-Pantar,fata1247,transnewguineaorg-fataluku,{},-8.49464,127.08,Papunesia,NA,Fataluku,2190
#803333,15,306,NA,NA,Austronesian,faur1237,tryonsolomon-fauro,{},NA,NA,Papunesia,NA,Fauro,2918
#803333,17,103,NA,NA,Austronesian,babu1240,diacl-33000,{},24.0017,120.585,Papunesia,NA,Favorlang,387
#5170CC,30,140,NA,NA,Lakes Plain,fayu1238,transnewguineaorg-fayu,{},-3.14497,136.867,Papunesia,NA,Fayu,2191
#5170CC,30,103,NA,NA,Lakes Plain,fayu1238,transnewguineaorg-fayu-sehudate,{},-3.14497,136.867,Papunesia,NA,Fayu (Sehudate Dialect),2192
#CC9751,30,109,NA,NA,East Strickland,femb1238,transnewguineaorg-fembe,{},-5.71596,142.254,Papunesia,NA,Fembe,2193
#806C33,17,96,NA,NA,Uralic,finn1318,diacl-68100,{},64.7628,25.5577,Eurasia,NA,Finnish,608
#806C33,4,1304,NA,NA,Uralic,finn1318,ids-128,{},64.7628,25.5577,Eurasia,NA,Finnish,767
#806C33,1,951,NA,NA,Uralic,finn1318,northeuralex-fin,{},64.7628,25.5577,Eurasia,NA,Finnish,1607
#CC5151,30,50,NA,NA,Nuclear Trans New Guinea,fino1238,transnewguineaorg-finongan,{},-6.33005,146.629,Papunesia,NA,Finongan,2194
#598033,25,632,NA,NA,Atlantic-Congo,fipa1238,tls-Fipa,{},-7.88963,31.3442,Africa,NA,Fipa,1779
#8FCC51,5,67,NA,NA,Pama-Nyungan,flin1247,bowernpny-FlindersIsland,{},-14.1812,144.259,Australia,NA,Flinders Island,111
#5170CC,30,39,NA,NA,Lakes Plain,foau1240,transnewguineaorg-foau,{},-3.04582,139.213,Papunesia,NA,Foau,2195
#338034,30,100,NA,NA,East Kutubu,foii1241,transnewguineaorg-foi,{},-6.47258,143.495,Papunesia,NA,Foi,2196
#A651CC,30,100,NA,NA,Teberan,boro1278,transnewguineaorg-folopa-boro,{},NA,NA,Papunesia,NA,Folopa (Bɔro Dialect),2197
#A651CC,30,92,NA,NA,Teberan,sope1239,transnewguineaorg-folopa-sopese,{},NA,NA,Papunesia,NA,Folopa (Sopese Dialect),2198
#A651CC,30,99,NA,NA,Teberan,suri1271,transnewguineaorg-folopa-suri,{},NA,NA,Papunesia,NA,Folopa (Suri Dialect),2199
#CC5151,30,168,NA,NA,Nuclear Trans New Guinea,fore1270,transnewguineaorg-fore,{},-6.64473,145.5065,Papunesia,NA,Fore,2200
#806C33,1,894,NA,NA,Uralic,fore1265,northeuralex-enf,{},69.9829,88.2121,Eurasia,NA,Forest Enets,1602
#51CCCC,17,184,NA,NA,Indo-European,stan1290,diacl-53300,{},48,2,Eurasia,NA,French,539
#51CCCC,4,1308,NA,NA,Indo-European,stan1290,ids-171,{},48,2,Eurasia,NA,French,786
#51CCCC,1,951,NA,NA,Indo-European,stan1290,northeuralex-fra,{},48,2,Eurasia,NA,French,1608
#51CCCC,17,128,NA,NA,Indo-European,west2354,diacl-41600,{},53.143,5.86091,Eurasia,NA,Frisian,449
#51CCCC,17,134,NA,NA,Indo-European,friu1240,diacl-53400,{},46.1473,13.0493,Eurasia,NA,Friulian,540
#598033,8,282,NA,NA,Atlantic-Congo,maas1239,hantganbangime-Fulfulde,{},11.1324,-3.64763,Africa,NA,Fulfulde,678
#803333,16,570,NA,NA,Austronesian,funa1237,lexirumah-funa1237,{},NA,NA,Papunesia,NA,Funai Helong,1239
#6F3380,30,167,NA,NA,Goilalan,fuyu1242,transnewguineaorg-fuyug,{},-8.6371,147.312,Papunesia,NA,Fuyug,2201
#338080,27,735,NA,NA,Sino-Tibetan,fuzh1239,beidasinitic-Fuzhou,{},26.08904,119.294243,Eurasia,NA,Fuzhou,54
#CCAE51,11,426,NA,NA,Afro-Asiatic,gaan1243,kraftchadic-Gaanda,{},10.2955,12.6479,Africa,NA,Ga?anda,1106
#CCAE51,11,427,NA,NA,Afro-Asiatic,gaan1243,kraftchadic-Gabin,{},10.2955,12.6479,Africa,NA,Gábin,1107
#803333,17,70,NA,NA,Austronesian,gadd1244,diacl-24600,{},16.5468,121.177,Papunesia,NA,Gaddang,335
#CC5151,30,153,NA,NA,Nuclear Trans New Guinea,gads1258,transnewguineaorg-gadsup,{},-6.31631,145.997,Papunesia,NA,Gadsup,2202
#CC8051,17,87,NA,NA,Turkic,gaga1249,diacl-68476,{},44.5988,28.0277,Eurasia,NA,Gagauz,640
#3C3380,30,138,NA,NA,Ndu,gaik1242,transnewguineaorg-gaikundi,{},-4.01718,143.139,Papunesia,NA,Gaikundi,2203
#CC5151,30,140,NA,NA,Nuclear Trans New Guinea,gain1243,transnewguineaorg-gaina,{},-9.14409,148.59,Papunesia,NA,Gaina,2204
#CC5151,30,23,NA,NA,Nuclear Trans New Guinea,bare1275,transnewguineaorg-bareji,{},NA,NA,Papunesia,NA,Gaina (Bareji Dialect),2054
#CC5151,30,114,NA,NA,Nuclear Trans New Guinea,gain1243,transnewguineaorg-gena,{},-9.14409,148.59,Papunesia,NA,Gaina (Gena Dialect),2209
#CC5151,30,170,NA,NA,Nuclear Trans New Guinea,gain1243,transnewguineaorg-karoto,{},-9.14409,148.59,Papunesia,NA,Gaina (Karoto Dialect),2294
#CC5151,26,295,NA,NA,Nuclear Trans New Guinea,gall1278,zgraggenmadang-gal,{},-5.16351,145.623,Papunesia,NA,gal,3079
#CC5151,30,286,NA,NA,Nuclear Trans New Guinea,gall1278,transnewguineaorg-gal,{},-5.16351,145.623,Papunesia,NA,Gal,2205
#51CCCC,22,501,NA,NA,Indo-European,gali1258,logos-Galicianstd,{},42.2446,-7.5343,Eurasia,NA,Galician-std,1507
#803333,16,349,NA,NA,Austronesian,galo1243,lexirumah-galo1243,{},-8.61074,125.959,Papunesia,NA,Galolen,1240
#803333,16,185,NA,NA,Austronesian,ilwa1238,lexirumah-ilwa1238,{},NA,NA,Papunesia,NA,"Galolen, Talur",1256
#8FCC51,5,309,NA,NA,Pama-Nyungan,gami1243,bowernpny-Gamilaraay,{},-29.9037,149.543,Australia,NA,Gamilaraay,112
#CC5151,26,294,NA,NA,Nuclear Trans New Guinea,gang1270,zgraggenmadang-ganglau,{},-5.57945,146.1305,Papunesia,NA,ganglau,3080
#CC5151,30,283,NA,NA,Nuclear Trans New Guinea,gang1270,transnewguineaorg-ganglau,{},-5.57945,146.1305,Papunesia,NA,Ganglau,2206
#8FCC51,5,218,NA,NA,Pama-Nyungan,gang1268,bowernpny-Gangulu,{},-22.7637,149.416,Australia,NA,Gangulu,113
#8FCC51,5,197,NA,NA,Pama-Nyungan,kala1380,bowernpny-Garlali,{},NA,NA,Australia,NA,Garlali,114
#CC5151,26,293,NA,NA,Nuclear Trans New Guinea,garu1246,zgraggenmadang-garus,{},-4.9222,145.683,Papunesia,NA,garus,3081
#CC5151,30,286,NA,NA,Nuclear Trans New Guinea,garu1246,transnewguineaorg-garus,{},-4.9222,145.683,Papunesia,NA,Garus,2207
#51CCCC,17,110,NA,NA,Indo-European,tran1282,diacl-39200,{},43.97,3.3,Eurasia,NA,Gaulish,430
#CCAE51,11,422,NA,NA,Afro-Asiatic,gudu1252,kraftchadic-Gava,{},11.1057,13.7893,Africa,NA,Gava,1108
#CC5151,26,295,NA,NA,Nuclear Trans New Guinea,dimi1244,zgraggenmadang-gavak,{},-4.8296,145.676,Papunesia,NA,gavak,3082
#CC5151,30,285,NA,NA,Nuclear Trans New Guinea,dimi1244,transnewguineaorg-gavak,{},-4.8296,145.676,Papunesia,NA,Gavak,2208
#61CC51,17,215,NA,NA,Tupian,gavi1246,diacl-60400,{},-10.7235,-61.6752,South America,NA,Gavião do Jiparaná,592
#CCAE51,20,1136,NA,NA,Afro-Asiatic,gaww1239,wold-Gawwada,{},5.37869,37.2737,Africa,NA,Gawwada,3016
#CCAE51,11,415,NA,NA,Afro-Asiatic,geji1246,kraftchadic-Geji,{},10.3478,9.64965,Africa,NA,Geji,1109
#CCAE51,11,425,NA,NA,Afro-Asiatic,glav1244,kraftchadic-Glvda,{},11.1334,13.8652,Africa,NA,Gələvda,1111
#CC5151,30,173,NA,NA,Nuclear Trans New Guinea,gend1249,transnewguineaorg-gende,{},-5.67528,145.177,Papunesia,NA,Gende,2210
#51CC87,17,288,NA,NA,Kartvelian,nucl1302,diacl-56500,{},41.850397,43.78613,Eurasia,NA,Georgian,565
#51CC87,1,951,NA,NA,Kartvelian,nucl1302,northeuralex-kat,{},41.850397,43.78613,Eurasia,NA,Georgian,1622
#CCAE51,11,387,NA,NA,Afro-Asiatic,gera1246,kraftchadic-Gera,{},10.4331,10.12,Africa,NA,Gera,1110
#51CCCC,17,189,NA,NA,Indo-European,stan1295,diacl-41700,{},48.649,12.4676,Eurasia,NA,German,450
#51CCCC,4,1307,NA,NA,Indo-European,stan1295,ids-194,{},48.649,12.4676,Eurasia,NA,German,809
#51CCCC,1,951,NA,NA,Indo-European,stan1295,northeuralex-deu,{},48.649,12.4676,Eurasia,NA,German,1599
#803333,16,193,NA,NA,Austronesian,gese1240,lexirumah-gese1240-geser,{},-3.8016,130.701,Papunesia,NA,Geser,1242
#803333,16,568,NA,NA,Austronesian,gese1240,lexirumah-gese1240,{},-3.8016,130.701,Papunesia,NA,Geser-Gorom,1241
#803333,15,270,NA,NA,Austronesian,ghai1237,tryonsolomon-ghaimuta,{},NA,NA,Papunesia,NA,Ghaimuta,2919
#803333,15,308,NA,NA,Austronesian,ghan1242,tryonsolomon-ghanongga,{},-8.02035,156.552,Papunesia,NA,Ghanongga,2920
#803333,15,314,NA,NA,Austronesian,ghar1239,tryonsolomon-ghari,{},-9.4791,159.917,Papunesia,NA,Ghari,2921
#803333,15,311,NA,NA,Austronesian,ghon1237,tryonsolomon-ghone,{},NA,NA,Papunesia,NA,Ghone,2922
#803333,15,280,NA,NA,Austronesian,blab1237,tryonsolomon-ghove,{},-8.15058,159.419,Papunesia,NA,Ghove,2923
#51CC9E,10,227,NA,NA,Arawakan,tari1256,hubercolumbian-Giacone,{},0.440205,-68.9042,South America,NA,Giacone,718
#51CCCC,17,92,NA,NA,Indo-European,gila1241,diacl-51500,{},37.1344,49.8359,Eurasia,NA,Gilaki,523
#CC5151,30,168,NA,NA,Nuclear Trans New Guinea,gimi1243,transnewguineaorg-gimi,{},-6.42097,145.214,Papunesia,NA,Gimi,2211
#CC5151,26,291,NA,NA,Nuclear Trans New Guinea,gira1247,zgraggenmadang-girawa,{},-5.35342,145.423,Papunesia,NA,girawa,3083
#CC5151,30,284,NA,NA,Nuclear Trans New Guinea,gira1247,transnewguineaorg-girawa,{},-5.35342,145.423,Papunesia,NA,Girawa,2212
#334680,30,93,NA,NA,Eastern Trans-Fly,gizr1240,transnewguineaorg-gizra-kupere,{},-9.183,142.804,Papunesia,NA,Gizra (Kupere Dialect),2213
#334680,30,94,NA,NA,Eastern Trans-Fly,gizr1240,transnewguineaorg-gizra-togo,{},-9.183,142.804,Papunesia,NA,Gizra (Togo Dialect),2214
#334680,30,90,NA,NA,Eastern Trans-Fly,waid1239,transnewguineaorg-gizra-waidoro,{},NA,NA,Papunesia,NA,Gizra (Waidoro Dialect),2215
#334680,30,1,NA,NA,Eastern Trans-Fly,gizr1240,transnewguineaorg-gizrra,{},-9.183,142.804,Papunesia,NA,Gizrra,2216
#51CC9E,4,902,NA,NA,Arawakan,wayu1243,ids-262,{},11.395566,-72.199791,South America,NA,Goajiro,875
#CC9751,30,98,NA,NA,East Strickland,goba1246,transnewguineaorg-gobasi,{},-6.48678,142.201,Papunesia,NA,Gobasi,2217
#CC9751,30,113,NA,NA,East Strickland,goba1246,transnewguineaorg-gobasi-bibo,{},-6.48678,142.201,Papunesia,NA,Gobasi (Bibo Dialect),2218
#CC9751,30,109,NA,NA,East Strickland,honi1245,transnewguineaorg-gobasi-honibo,{},NA,NA,Papunesia,NA,Gobasi (Honibo Dialect),2219
#CC9751,30,98,NA,NA,East Strickland,oiba1238,transnewguineaorg-gobasi-oibae,{},NA,NA,Papunesia,NA,Gobasi (Oibae Dialect),2220
#8F51CC,4,1283,NA,NA,Nakh-Daghestanian,ghod1238,ids-38,{},42.7428,46.2252,Eurasia,NA,Godoberi,947
#51CC65,30,85,NA,NA,Suki-Gogodala,gogo1265,transnewguineaorg-gogodala,{},-8.08527,142.874,Papunesia,NA,Gogodala,2221
#8FCC51,5,211,NA,NA,Pama-Nyungan,gure1255,bowernpny-GoorengGooreng,{},-25.3893,151.175,Australia,NA,Gooreng Gooreng,115
#803333,17,83,NA,NA,Austronesian,goro1259,diacl-24700,{},0.62689,122.288,Papunesia,NA,Gorontalo,336
#51CCCC,17,145,NA,NA,Indo-European,goth1244,diacl-40100,{},46.9304,29.9786,Eurasia,NA,Gothic,436
#51CCCC,4,749,NA,NA,Indo-European,goth1244,ids-184,{},46.9304,29.9786,Eurasia,NA,Gothic,799
#CC6851,30,145,NA,NA,Koiarian,gras1249,transnewguineaorg-grass-koiari,{},-9.51218,147.437,Papunesia,NA,Grass Koiari,2222
#5159CC,30,40,NA,NA,Nimboranic,gres1240,transnewguineaorg-gresi,{},-2.72229,140.279,Papunesia,NA,Gresi,2223
#4B3380,10,334,NA,NA,Guahiboan,guah1255,hubercolumbian-Guahibo,{},5.81736,-68.9839,South America,NA,Guahibo,719
#78CC51,10,295,NA,NA,Barbacoan,guam1248,hubercolumbian-Guambiano,{},2.55849,-76.582,South America,NA,Guambiano,720
#338080,27,734,NA,NA,Sino-Tibetan,guan1279,beidasinitic-Guangzhou,{},23.1253503,112.9476548,NA,NA,Guangzhou,55
#61CC51,4,1288,NA,NA,Tupian,para1311,ids-290,{},-25.60551,-57.08816,South America,NA,Guaraní,906
#4B3380,10,334,NA,NA,Guahiboan,guay1257,hubercolumbian-Guayabero,{},2.8969,-71.844,South America,NA,Guayabero,721
#CCAE51,11,427,NA,NA,Afro-Asiatic,gude1246,kraftchadic-Gude,{},10.2138,13.403,Africa,NA,Gude,1112
#8FCC51,5,138,NA,NA,Pama-Nyungan,gudj1237,bowernpny-Gudjal,{},-19.44157406,144.6482584,Australia,NA,Gudjal,116
#CCAE51,11,427,NA,NA,Afro-Asiatic,gudu1250,kraftchadic-Gudu,{},10.1206,12.5359,Africa,NA,Gudu,1113
#CC5151,30,101,NA,NA,Nuclear Trans New Guinea,guhu1244,transnewguineaorg-guhu-samane,{},-7.99922,147.228,Papunesia,NA,Guhu-Samane,2224
#CC5151,30,47,NA,NA,Nuclear Trans New Guinea,guhu1244,transnewguineaorg-guhu-samane-tahari,{},-7.99922,147.228,Papunesia,NA,Guhu-Samane (Tahari Dialect),2225
#803333,17,70,NA,NA,Austronesian,lubu1243,diacl-24800,{},17.3879,121.0365,Papunesia,NA,Guinaang,337
#803333,17,70,NA,NA,Austronesian,lubu1243,diacl-26400,{},17.3879,121.0365,Papunesia,NA,Guinaang,348
#338080,14,885,NA,NA,Sino-Tibetan,guiq1238,suntb-Guiqiong,{},30.4803,102.128,Eurasia,NA,Guiqiong,1735
#51CCCC,17,84,NA,NA,Indo-European,guja1252,diacl-50200,{},22.687,71.0962,Eurasia,NA,Gujarati,513
#CC5151,26,295,NA,NA,Nuclear Trans New Guinea,guma1255,zgraggenmadang-gumalu,{},-5.22189,145.618,Papunesia,NA,gumalu,3084
#CC5151,30,288,NA,NA,Nuclear Trans New Guinea,guma1255,transnewguineaorg-gumalu,{},-5.22189,145.618,Papunesia,NA,Gumalu,2226
#8FCC51,5,257,NA,NA,Pama-Nyungan,guma1253,bowernpny-Gumatj,{},-12.25254,136.83042,Australia,NA,Gumatj,117
#8FCC51,5,269,NA,NA,Pama-Nyungan,kumb1268,bowernpny-Gumbaynggir,{},-29.8189,152.913,Australia,NA,Gumbaynggir,118
#8FCC51,5,139,NA,NA,Pama-Nyungan,gund1249,bowernpny-Gunditjmara,{},NA,NA,Australia,NA,Gunditjmara,119
#8FCC51,5,228,NA,NA,Pama-Nyungan,nort2760,bowernpny-Gundungurra,{},-34.85,149.1,Australia,NA,Gundungurra,120
#8FCC51,5,158,NA,NA,Pama-Nyungan,kung1258,bowernpny-Gunggari,{},-24.2182,143.222,Australia,NA,Gunggari,121
#51CC53,4,734,NA,NA,Puelche,puel1244,ids-312,{},-36.6376,-62.9413,South America,NA,Gününa Küne,928
#8FCC51,5,243,NA,NA,Pama-Nyungan,guny1241,bowernpny-Gunya,{},-27.0642,145.862,Australia,NA,Gunya,122
#8FCC51,5,304,NA,NA,Pama-Nyungan,gupa1247,bowernpny-Gupapuyngu,{},-12.2868,135.337,Australia,NA,Gupapuyngu,123
#8FCC51,5,318,NA,NA,Pama-Nyungan,guri1247,bowernpny-Gurindji,{},-17.0329,130.379,Australia,NA,Gurindji,124
#8FCC51,20,1017,NA,NA,Pama-Nyungan,guri1247,wold-Gurindji,{},-17.0329,130.379,Australia,NA,Gurindji,3017
#338080,6,547,NA,NA,Sino-Tibetan,guru1261,halenepal-Gurung,{},27.41687,86.28988,Eurasia,NA,Gurung,661
#CC5151,30,54,NA,NA,Nuclear Trans New Guinea,gusa1246,transnewguineaorg-gusan,{},-6.28998,146.679,Papunesia,NA,Gusan,2227
#598033,25,643,NA,NA,Atlantic-Congo,gusi1247,tls-Gusii,{},-0.78872,34.76751,Africa,NA,Gusii,1780
#8FCC51,5,258,NA,NA,Pama-Nyungan,gugu1255,bowernpny-GuuguYimidhirr,{},-14.9424,144.831,Australia,NA,Guugu-Yimidhirr,125
#8FCC51,5,153,NA,NA,Pama-Nyungan,guwa1242,bowernpny-Guwa,{},-21.35147706,142.5243782,Australia,NA,Guwa,126
#8FCC51,5,280,NA,NA,Pama-Nyungan,guya1249,bowernpny-Guyani,{},-34.739,137.661,Australia,NA,Guyani,127
#CC5151,30,1,NA,NA,Nuclear Trans New Guinea,gwah1244,transnewguineaorg-dahating,{},-5.64555,146.455,Papunesia,NA,Gwahatike (Dahating Dialect),2132
#598033,25,612,NA,NA,Atlantic-Congo,gwen1239,tls-Gweno,{},-3.68407,37.6827,Africa,NA,Gweno,1781
#598033,25,629,NA,NA,Atlantic-Congo,gwer1238,tls-Gwere,{},1.11392,33.8227,Africa,NA,Gwere,1782
#803333,16,215,NA,NA,Austronesian,habu1241,lexirumah-habu1241,{},-8.76565,125.965,Papunesia,NA,Habun,1247
#593380,16,229,NA,NA,Timor-Alor-Pantar,hama1240,lexirumah-hama1240,{},-8.26749,124.522,Papunesia,NA,"Hamap, Moru",1248
#CC5180,30,100,NA,NA,Angan,hamt1247,transnewguineaorg-hamtai,{},-7.54975,146.227,Papunesia,NA,Hamtai,2228
#598033,25,620,NA,NA,Atlantic-Congo,hang1260,tls-Hangaza,{},-2.52347,30.7074,Africa,NA,Hangaza,1783
#338080,28,381,NA,NA,Sino-Tibetan,hani1248,satterthwaitetb-Hani,{},22.67753,102.851673333,Eurasia,NA,Hani,1697
#338080,14,873,NA,NA,Sino-Tibetan,biyo1243,suntb-CaiyuanHani,{},22.511,101.652,Eurasia,NA,Hani (Caiyuan),1728
#338080,14,900,NA,NA,Sino-Tibetan,dazh1234,suntb-DazhaiHani,{},NA,NA,NA,NA,Hani (Dazhai),1733
#338080,14,928,NA,NA,Sino-Tibetan,honi1244,suntb-ShuikuiHani,{},23.2074,101.886,Eurasia,NA,Hani (Shuikui),1758
#338046,4,259,NA,NA,Austroasiatic,nort2683,ids-817,{},NA,NA,Eurasia,NA,Hanoi Vn,1064
#51CCB5,30,112,NA,NA,Piawi,haru1245,transnewguineaorg-haruai,{},-5.09522,144.3375,Papunesia,NA,Haruai,2229
#51CCB5,30,111,NA,NA,Piawi,haru1245,transnewguineaorg-wiyaw,{},-5.09522,144.3375,Papunesia,NA,Haruai (Wiyaw Dialect),2844
#CC7451,16,317,NA,NA,Hatam-Mansim,hata1243,lexirumah-hata1243,{},-1.13531,134.037,Papunesia,NA,Hatam,1249
#CC7451,30,40,NA,NA,Hatam-Mansim,hata1243,transnewguineaorg-hatam,{},-1.13531,134.037,Papunesia,NA,Hatam,2230
#CC7451,30,40,NA,NA,Hatam-Mansim,hata1243,transnewguineaorg-hatam-borai,{},-1.13531,134.037,Papunesia,NA,Hatam (Borai Dialect),2231
#803333,15,313,NA,NA,Austronesian,haun1237,tryonsolomon-haununu,{},NA,NA,Papunesia,NA,Haununu,2924
#CCAE51,4,1271,NA,NA,Afro-Asiatic,haus1257,ids-220,{},11.1513,8.7804,Africa,NA,Hausa,833
#CCAE51,11,428,NA,NA,Afro-Asiatic,haus1257,kraftchadic-Hausa,{},11.1513,8.7804,Africa,NA,Hausa,1114
#CCAE51,20,1384,NA,NA,Afro-Asiatic,haus1257,wold-Hausa,{},11.1513,8.7804,Africa,NA,Hausa,3018
#803333,17,104,NA,NA,Austronesian,hawa1245,diacl-13250,{},19.6297,-155.43,Papunesia,NA,Hawaiian,294
#803333,4,1067,NA,NA,Austronesian,hawa1245,ids-235,{},19.6297,-155.43,Papunesia,NA,Hawaiian,848
#803333,20,1431,NA,NA,Austronesian,hawa1245,wold-Hawaiian,{},19.6297,-155.43,Papunesia,NA,Hawaiian,3019
#803333,16,346,NA,NA,Austronesian,seba1248,lexirumah-seba1248,{},NA,NA,Papunesia,NA,"Hawu, Seba",1451
#598033,25,612,NA,NA,Atlantic-Congo,haya1250,tls-Haya,{},-1.70878,31.4846,Africa,NA,Haya,1784
#338080,27,734,NA,NA,Sino-Tibetan,hefe1234,beidasinitic-Hefei,{},31.873593,117.223663,NA,NA,Hefei,56
#598033,25,622,NA,NA,Atlantic-Congo,hehe1240,tls-Hehe,{},-7.71572,35.7255,Africa,NA,Hehe,1785
#338080,13,499,NA,NA,Sino-Tibetan,heqi1238,allenbai-Heqing,{},26.5536208,100.1396921,Eurasia,NA,Heqing,32
#CC51AE,30,37,NA,NA,Nuclear Torricelli,heyo1240,transnewguineaorg-heyo,{},-3.83003,142.471,Papunesia,NA,Heyo,2232
#CCAE51,11,427,NA,NA,Afro-Asiatic,kamw1239,kraftchadic-Higibaza,{},10.646,13.5136,Africa,NA,Higi Baza,1115
#CCAE51,11,423,NA,NA,Afro-Asiatic,kamw1239,kraftchadic-Higifutu,{},10.646,13.5136,Africa,NA,Higi Futu,1116
#CCAE51,11,405,NA,NA,Afro-Asiatic,hyaa1239,kraftchadic-Higighye,{},10.4814,13.526,Africa,NA,Higi Ghye,1117
#CCAE51,11,424,NA,NA,Afro-Asiatic,psik1239,kraftchadic-Higikamale,{},10.677,13.569,Africa,NA,Higi Kamale,1118
#CCAE51,11,426,NA,NA,Afro-Asiatic,kamw1239,kraftchadic-Higinkafa,{},10.646,13.5136,Africa,NA,Higi Nkafa,1119
#CCAE51,11,428,NA,NA,Afro-Asiatic,marg1266,kraftchadic-Hildi,{},10.53854,12.99521,Africa,NA,Hildi,1120
#806C33,1,947,NA,NA,Uralic,west2392,northeuralex-mrj,{},56.22,46.569,Eurasia,NA,Hill Mari,1643
#51CCCC,17,122,NA,NA,Indo-European,hind1269,diacl-44100,{},25,77,Eurasia,NA,Hindi,469
#51CCCC,1,951,NA,NA,Indo-European,hind1269,northeuralex-hin,{},25,77,Eurasia,NA,Hindi,1612
#51CCCC,4,1307,NA,NA,Indo-European,hind1269,ids-702,{},25,77,Eurasia,NA,Hindi,1032
#51CCCC,22,537,NA,NA,Indo-European,hind1269,logos-Hindistd,{},25,77,Eurasia,NA,Hindi-std,1508
#8F51CC,4,1287,NA,NA,Nakh-Daghestanian,hinu1240,ids-42,{},42.4502,45.8064,Eurasia,NA,Hinuq,970
#336680,30,154,NA,NA,Pidgin,hiri1237,transnewguineaorg-hiri-motu,{},-9.33333,147.083,Papunesia,NA,Hiri Motu,2233
#51CCCC,17,122,NA,NA,Indo-European,hitt1242,diacl-35500,{},40,35,Eurasia,NA,Hittite,402
#51CCCC,4,679,NA,NA,Indo-European,hitt1242,ids-208,{},40,35,Eurasia,NA,Hittite,821
#51CC70,4,1133,NA,NA,Tai-Kadai,hlai1239,ids-421,{},18.8062,109.459,Eurasia,NA,Hlai (Baoting variety),972
#803333,15,309,NA,NA,Austronesian,hoav1238,tryonsolomon-hoava,{},-8.19679,157.595,Papunesia,NA,Hoava,2925
#337C80,1,865,NA,NA,Ainu,ainu1240,northeuralex-ain,{},43.633654,142.46167,Eurasia,NA,Hokkaido Ainu,1577
#51CC81,12,300,NA,NA,Hruso,hrus1242,abrahammonpa-HrusoAkaJamiri,{},27.27,92.63,Eurasia,NA,Hruso Aka Jamiri,9
#803333,30,233,NA,NA,Austronesian,hula1239,transnewguineaorg-hula,{},-9.99427,147.705,Papunesia,NA,Hula,2235
#CC5151,30,176,NA,NA,Nuclear Trans New Guinea,huli1244,transnewguineaorg-huli,{},-5.97212,142.963,Papunesia,NA,Huli,2236
#804833,30,221,NA,NA,Kwalean,hume1246,transnewguineaorg-humene,{},-9.70693,147.562,Papunesia,NA,Humene,2237
#806C33,17,96,NA,NA,Uralic,hung1274,diacl-68300,{},46.9068585714,19.6555271429,Eurasia,NA,Hungarian,610
#806C33,4,1303,NA,NA,Uralic,hung1274,ids-131,{},46.9068585714,19.6555271429,Eurasia,NA,Hungarian,768
#806C33,1,951,NA,NA,Uralic,hung1274,northeuralex-hun,{},46.9068585714,19.6555271429,Eurasia,NA,Hungarian,1614
#CC5151,30,217,NA,NA,Nuclear Trans New Guinea,hunj1241,transnewguineaorg-hunjara-kaina-ke,{},-8.92,147.9,Papunesia,NA,Hunjara-Kaina Ke,2238
#CC5151,30,74,NA,NA,Nuclear Trans New Guinea,hunj1241,transnewguineaorg-hunjara-kaina-ke-kokoda,{},-8.92,147.9,Papunesia,NA,Hunjara-Kaina Ke (Kokoda Dialect),2239
#8F51CC,4,1288,NA,NA,Nakh-Daghestanian,hunz1247,ids-52,{},42.0808,46.1369,Eurasia,NA,Hunzib,999
#51AACC,20,1089,NA,NA,Nadahup,hupd1244,wold-Hup,{},0.58622,-69.8359,South America,NA,Hup,3020
#CCAE51,11,428,NA,NA,Afro-Asiatic,hwan1240,kraftchadic-Hwona,{},10.3633,12.7683,Africa,NA,Hwona,1121
#3C3380,30,39,NA,NA,Ndu,iatm1242,transnewguineaorg-iatmul,{},-4.30064,143.316,Papunesia,NA,Iatmul,2240
